variant,space,outlier_cont,alg,k,n_core,sil,dbi,ch,ARI_vs_quality,NMI_vs_quality,AMI_vs_quality,stab_seed_ARI,stab_subsample_ARI,min_cluster_size
all,RAW,0.05,kmeans,6,364,0.1578740522595624,1.9190659687702354,55.03365071503452,0.12193823004393094,0.07460758073120935,0.06244890004776218,0.47446088986818336,0.4813444474674072,15
all,RAW,0.05,kmeans,7,364,0.1335404632113596,2.023536966813251,50.729343331323804,0.10269944797385068,0.06929711101288477,0.05545791885724348,0.4703679749643168,0.4370021512920848,23
all,RAW,0.05,kmeans,8,364,0.10802006864121338,1.910333751642807,49.63942952871627,0.043343312208970045,0.06608404890099653,0.05153104572850979,0.4620818220853886,0.4709315349839332,25
all,RAW,0.05,kmeans,9,364,0.10766328085692296,1.852572869398581,46.89176316175584,0.0476959587469067,0.07172936384630574,0.05556388994959083,0.47267361322422125,0.44253407042354403,23
all,RAW,0.05,kmeans,10,364,0.113793422929465,1.7595755189233722,45.66808086266774,0.040039298887449365,0.07648984276588869,0.05907604174697569,0.4803438780925436,0.45011127913832555,23
all,RAW,0.05,ward,2,364,0.2567823723464442,1.5666673185500197,126.57400278547227,0.09141580637483168,0.05764595166347837,0.05389757079017081,,,145
all,RAW,0.05,ward,3,364,0.2059053511191786,1.830365274223974,80.21289350800369,0.10196959190135682,0.06663960961261071,0.06015879469249101,,,34
all,RAW,0.05,ward,4,364,0.17534420814042603,2.134831592458262,64.81745764134361,0.11877496096024108,0.05958222679397171,0.05076457058154879,,,34
all,RAW,0.05,ward,5,364,0.1279736796281725,2.182224038889127,56.73030563270786,0.046207385492346154,0.06635717236458644,0.056164298328206415,,,34
all,RAW,0.05,ward,6,364,0.12399225830004189,1.9620899248726886,51.493710725799524,0.04830039787059351,0.06810214309983294,0.055566296898867634,,,13
all,RAW,0.05,ward,7,364,0.09657636162106081,1.9873730349224432,47.31102090259753,0.023962833741695673,0.06153968737075434,0.04788918937670415,,,13
all,RAW,0.05,ward,8,364,0.09788102468270199,2.0505416732857475,44.49221060801663,0.03793927100197261,0.06484402146223585,0.049833285587749424,,,13
all,RAW,0.05,ward,9,364,0.10194196585674815,1.9765891263875994,41.82808873869606,0.039039471342148,0.0657636467718446,0.04888753759765266,,,13
all,RAW,0.05,ward,10,364,0.10165270430662209,1.8680661379018146,39.91392273904582,0.03993112031473888,0.06783399453495048,0.04919835494914526,,,5
all,RAW,0.1,kmeans,2,345,0.26338475735783873,1.5162109880823242,127.42803445559504,0.08081670747537716,0.04461316931002773,0.04061920316367377,0.9720773707521292,0.9754659625413896,133
all,RAW,0.1,kmeans,3,345,0.15560095849624417,2.1334817183308004,77.55046856294192,0.061173403751160246,0.03687660477178592,0.030345394532790178,0.5963636968899412,0.6267768615153974,76
all,RAW,0.1,kmeans,4,345,0.15409976563168076,2.0854707271866424,71.89234335993888,0.04049184840796806,0.031370369310859944,0.02260994366660083,0.6012749140675433,0.5400280279155613,48
all,RAW,0.1,kmeans,5,345,0.14837199663524966,1.9631525113001491,65.03725469984073,0.03764813632738803,0.060251627054659404,0.050006754229673815,0.5759421431289774,0.5206306278157247,48
all,RAW,0.1,kmeans,6,345,0.12530220396585878,1.9489010984902737,57.868746907009374,0.03397260219237363,0.06782856608662939,0.05616818961224145,0.4978398916663222,0.557993052624834,45
all,RAW,0.1,kmeans,7,345,0.12280318357652978,1.8941334785698403,53.794023846324635,0.0446784051892301,0.08944923474351972,0.07616149683126275,0.5012633154943331,0.5010064023425395,18
all,RAW,0.1,kmeans,8,345,0.11349131645275341,2.010338805319662,46.92094021816268,0.057186802698219956,0.08640684884452551,0.07124682920296836,0.4513491087605293,0.4620249071894046,19
all,RAW,0.1,kmeans,9,345,0.12680706150330956,1.848215604445088,45.56234356317843,0.052075854283143305,0.0812838121176069,0.06413825286363528,0.48961091304528476,0.45064064438592516,16
all,RAW,0.1,kmeans,10,345,0.12280779554195853,1.804459913491937,41.67722479404765,0.054412607085786796,0.08438776530693862,0.0655406629545942,0.4741813861947411,0.41599454497840005,15
