Год,Регист номер,Объем T,Влага %,Протеин %,Калий г/кг,Клетчатка %,Зола %,Кальций г/кг,Фосфор г/кг,Каротин мг/кг,Сахар,Нитраты мг/кг,Жир %,ОЭ МДж,Корм. ед.,Перев прот. г/кг,Кач-во корма,Крахм %,Наименование,Outlier,Cluster
2021,83,0.00,77.99,8.2,,27.93,5.9,,,,9.0,,3.55,10.19,0.87,45.0,1,12.4,Кукурузный с зерном,False,1
2021,637,2500.00,69.92,7.1,,22.21,5.1,,,,9.0,,2.29,10.25,0.93,39.0,2,11.4,Кукурузный с зерном,False,1
2021,552,587.00,75.47,8.3,15.4,22.99,4.8,1.4,3.2,41.0,8.0,363.0,2.87,10.32,0.93,46.0,1,21.6,Кукурузный с зерном,False,1
2021,553,2316.00,73.18,10.1,15.1,23.07,4.9,3.4,3.9,48.0,9.0,398.0,2.45,10.23,0.91,55.0,1,18.8,Кукурузный с зерном,False,1
2021,535,1000.00,69.81,6.8,10.8,29.07,4.9,4.1,1.9,20.0,9.0,371.0,3.59,10.3,0.87,37.0,3,12.3,Кукурузный с зерном,False,1
2021,126,0.00,81.86,5.1,6.1,34.27,4.6,3.9,0.5,88.0,7.0,447.0,2.51,10.09,0.81,28.0,,8.5,Кукурузный с зерном,False,1
2021,439,8080.00,82.15,5.4,11.8,31.15,5.2,5.6,3.4,84.0,3.0,513.0,4.42,10.35,0.86,30.0,,10.0,Кукурузный с зерном,False,1
2021,789,700.00,7.84,10.0,15.0,22.91,4.9,3.1,3.9,56.0,4.0,380.0,2.85,10.29,0.92,55.0,2,17.5,Кукурузный с зерном,False,1
2021,434,1130.00,76.39,7.0,11.0,27.73,4.3,3.5,2.4,38.0,2.0,468.0,3.67,10.4,0.9,39.0,2,10.5,Кукурузный с зерном,False,1
2021,582,500.00,76.56,10.1,12.0,31.35,5.7,3.9,3.3,34.0,8.0,389.0,3.86,10.14,0.83,56.0,2,11.0,Кукурузный с зерном,False,1
2021,521,1500.00,74.92,6.9,,21.8,4.5,,,,5.0,,3.89,10.54,0.96,38.0,2,19.1,Кукурузный с зерном,False,1
2021,522,2120.00,68.15,5.4,,22.4,4.7,,,,9.0,,3.45,10.47,0.96,30.0,2,15.7,Кукурузный с зерном,False,1
2021,523,2000.00,59.72,6.1,,23.1,4.6,,,,8.0,,3.71,10.49,0.95,33.0,2,16.9,Кукурузный с зерном,False,1
2021,513,0.00,76.6,6.6,,26.29,4.15,,,,2.0,,3.67,10.46,0.92,36.0,2,13.4,Кукурузный с зерном,False,1
2021,618,1000.00,64.56,6.4,,25.33,4.4,,,,5.0,,3.13,10.38,0.92,35.0,2,12.1,Кукурузный с зерном,False,1
2021,761,1500.00,63.91,7.8,,22.49,4.06,,,,6.0,,3.05,10.45,0.95,43.0,1,15.9,Кукурузный с зерном,False,1
2021,520,3280.00,63.5,6.2,12.5,23.1,4.9,3.6,2.3,22.0,6.0,380.0,2.9,10.34,0.93,34.0,2,15.3,Кукурузный с зерном,False,1
2021,772,3500.00,73.13,6.3,11.2,23.3,7.1,2.4,3.2,45.0,20.0,468.0,1.95,9.96,0.89,34.0,2,15.9,Кукурузный с зерном,False,1
2021,542,197.00,68.08,6.8,12.6,23.72,4.1,5.9,1.9,19.0,9.0,398.0,4.1,10.58,0.95,37.0,2,13.9,Кукурузный с зерном,False,1
2021,452,0.00,79.88,9.4,12.0,21.51,6.3,5.9,2.3,65.0,10.0,490.0,4.35,10.38,0.94,52.0,1,9.9,Кукурузный с зерном,False,1
2021,602,2100.00,65.54,8.1,,21.59,,,,,,,,10.49,0.97,44.0,1,17.6,Кукурузный с зерном,False,1
2021,46,4000.00,76.44,10.2,15.8,26.92,6.5,6.5,4.3,,,,1.84,9.87,0.84,56.0,1,14.2,Кукурузный с зерном,False,0
2021,586,2650.00,75.52,7.9,12.5,26.41,4.8,3.9,3.4,37.0,5.0,417.0,2.36,10.18,0.89,44.0,2,14.1,Кукурузный с зерном,False,1
2021,712,674.00,63.38,8.9,11.5,23.39,4.7,4.8,2.6,38.0,11.0,339.0,3.28,10.37,0.93,49.0,1,10.6,Кукурузный с зерном,False,1
2021,640,2603.00,72.84,9.3,11.2,22.33,4.6,0.4,3.6,37.0,7.0,407.0,2.48,10.29,0.93,51.0,1,8.1,Кукурузный с зерном,False,1
2021,641,675.00,72.91,9.3,11.4,23.19,4.8,0.4,4.0,33.0,6.0,398.0,2.55,10.26,0.92,51.0,1,11.3,Кукурузный с зерном,False,1
2021,407,2000.00,65.63,6.4,13.3,22.07,4.4,6.1,2.2,17.0,2.0,355.0,3.89,10.55,0.96,35.0,2,13.1,Кукурузный с зерном,False,1
2021,411,1000.00,68.68,8.7,14.0,20.33,4.8,7.9,2.8,38.0,3.0,389.0,4.56,10.61,0.98,48.0,1,12.9,Кукурузный с зерном,False,1
2021,831,0.00,75.16,8.6,9.2,21.84,4.4,3.4,1.9,36.0,7.0,,2.52,10.34,0.94,47.0,1,13.8,Кукурузный с зерном,False,1
2021,832,0.00,71.46,6.9,7.0,23.79,4.5,3.0,2.2,32.0,10.0,,2.58,10.32,0.93,38.0,2,18.5,Кукурузный с зерном,False,1
2021,866,1000.00,63.44,7.1,,23.34,4.7,3.5,2.0,,6.0,,2.25,10.26,0.92,39.0,2,17.5,Кукурузный с зерном,False,1
2021,556,4500.00,71.44,8.6,12.0,28.97,4.1,3.9,2.5,39.0,11.0,437.0,2.55,10.22,0.87,47.0,1,11.6,Кукурузный с зерном,False,1
2021,529,4590.00,75.62,10.0,12.2,27.4,4.2,4.8,2.1,41.0,10.0,468.0,3.65,10.37,0.89,55.0,1,11.8,Кукурузный с зерном,False,1
2021,395,1300.00,75.8,6.9,11.1,23.76,4.3,6.4,2.4,37.0,5.0,437.0,3.55,10.48,0.94,38.0,2,12.7,Кукурузный с зерном,False,1
2021,539,2895.00,66.95,7.2,11.2,24.12,4.3,2.4,2.2,24.0,9.0,407.0,3.96,10.52,0.94,40.0,2,21.6,Кукурузный с зерном,False,1
2021,574,1250.00,68.43,10.9,16.4,28.52,6.2,5.1,3.7,19.0,6.0,371.0,3.12,10.04,0.84,60.0,1,12.9,Кукурузный с зерном,False,1
2021,592,0.00,67.17,8.3,13.2,26.96,3.6,4.5,2.8,37.0,9.0,339.0,1.68,10.2,0.88,45.0,1,10.3,Кукурузный с зерном,False,1
2021,802,1000.00,62.53,7.0,9.8,24.79,8.4,3.2,2.6,16.0,8.0,371.0,2.04,9.79,0.86,39.0,2,15.0,Кукурузный с зерном,False,1
2021,487,236.00,73.42,7.4,13.1,23.76,4.0,4.8,1.9,10.0,30.0,407.0,3.61,10.51,0.94,41.0,2,8.4,Кукурузный с зерном,False,1
2021,746,0.00,64.29,7.0,,21.49,4.2,4.8,2.4,31.0,9.0,,2.7,10.42,0.96,39.0,2,10.0,Кукурузный с зерном,False,1
